"Date","Price","Open","High","Low","Vol.","Change %"
"06/19/2024","122.62","122.82","122.90","122.54","85.21K","0.16%"
"06/18/2024","122.42","122.40","122.58","122.24","65.17K","0.56%"
"06/17/2024","121.74","121.98","122.08","121.48","86.17K","0.05%"
"06/14/2024","121.68","121.92","122.06","121.24","68.33K","0.30%"
"06/13/2024","121.32","121.46","121.58","121.04","63.36K","-0.05%"
"06/12/2024","121.38","121.18","121.66","120.98","53.68K","0.53%"
"06/11/2024","120.74","120.86","120.88","120.32","45.97K","-0.20%"
"06/10/2024","120.98","120.54","120.98","120.30","52.42K","0.43%"
"06/07/2024","120.46","119.98","120.68","119.54","70.81K","0.45%"
"06/06/2024","119.92","119.88","120.14","119.66","49.00K","0.37%"
"06/05/2024","119.48","118.76","119.48","118.66","56.59K","1.29%"
"06/04/2024","117.96","118.18","118.56","117.78","89.77K","-0.39%"
"06/03/2024","118.42","119.30","119.34","118.36","181.36K","0.77%"
"05/31/2024","117.52","118.08","118.30","117.40","93.03K","-0.63%"
"05/30/2024","118.26","118.22","118.50","118.08","58.98K","-0.35%"
"05/29/2024","118.68","118.88","118.96","118.32","60.12K","-0.45%"
"05/28/2024","119.22","119.60","119.72","119.16","66.15K","-0.40%"
"05/27/2024","119.70","119.54","119.70","119.38","48.23K","0.25%"
"05/24/2024","119.40","119.10","119.58","118.98","60.68K","-0.42%"
"05/23/2024","119.90","120.32","120.74","119.54","41.20K","0.02%"
"05/22/2024","119.88","119.80","120.00","119.74","46.08K","0.05%"
"05/21/2024","119.82","119.72","119.88","119.50","62.34K","-0.30%"
"05/20/2024","120.18","119.76","120.18","119.68","36.45K","0.52%"
"05/17/2024","119.56","119.56","119.80","119.46","39.06K","-0.20%"
"05/16/2024","119.80","119.72","119.92","119.62","43.61K","0.35%"
"05/15/2024","119.38","118.90","119.38","118.66","86.08K","0.73%"
"05/14/2024","118.52","118.62","118.78","118.22","69.38K","-0.07%"
"05/13/2024","118.60","118.92","118.92","118.54","60.04K","-0.03%"
"05/10/2024","118.64","118.70","119.00","118.60","47.52K","0.32%"
"05/09/2024","118.26","118.04","118.30","117.90","31.66K","0.15%"
"05/08/2024","118.08","118.14","118.26","117.60","54.49K","0.00%"
"05/07/2024","118.08","117.94","118.12","117.76","66.73K","0.56%"
"05/06/2024","117.42","117.14","117.50","116.98","83.88K","0.69%"
"05/03/2024","116.62","116.32","117.00","116.12","82.16K","0.81%"
"05/02/2024","115.68","115.70","116.10","115.42","148.27K","-0.48%"
"04/30/2024","116.24","116.88","116.88","116.16","101.07K","-0.29%"
"04/29/2024","116.58","116.78","117.02","116.58","94.13K","0.12%"
"04/26/2024","116.44","115.90","116.70","115.60","54.87K","1.71%"
"04/25/2024","114.48","115.22","115.38","114.10","62.55K","-1.12%"
"04/24/2024","115.78","116.34","116.44","115.60","43.89K","0.03%"
"04/23/2024","115.74","115.30","115.82","114.84","71.74K","1.05%"
"04/22/2024","114.54","114.56","114.90","114.26","82.36K","0.23%"
"04/19/2024","114.28","114.08","114.66","113.92","64.45K","-0.85%"
"04/18/2024","115.26","115.12","115.42","114.54","55.78K","0.30%"
"04/17/2024","114.92","115.42","115.92","114.92","84.50K","-0.59%"
"04/16/2024","115.60","115.76","115.94","115.20","98.09K","-1.55%"
"04/15/2024","117.42","117.70","118.18","117.24","100.79K","-0.25%"
"04/12/2024","117.72","118.42","118.50","117.50","58.71K","0.34%"
"04/11/2024","117.32","117.38","117.54","116.76","51.35K","0.24%"
"04/10/2024","117.04","117.38","117.60","116.32","83.45K","0.38%"
"04/09/2024","116.60","117.14","117.28","116.28","114.58K","-0.41%"
"04/08/2024","117.08","116.92","117.38","116.80","57.94K","0.17%"
"04/05/2024","116.88","116.22","117.06","116.12","109.10K","-0.70%"
"04/04/2024","117.70","117.48","117.86","117.38","107.93K","0.14%"
"04/03/2024","117.54","117.50","117.60","117.18","95.82K","0.07%"
"04/02/2024","117.46","118.86","118.94","117.28","207.26K","-0.69%"
"03/28/2024","118.28","118.14","118.44","118.06","61.80K","0.68%"
"03/27/2024","117.48","117.48","117.84","117.32","78.34K","-0.07%"
"03/26/2024","117.56","117.40","117.62","117.24","50.14K","0.20%"
"03/25/2024","117.32","117.54","117.64","117.08","73.37K","-0.26%"
"03/22/2024","117.62","117.70","117.98","117.52","75.49K","-0.10%"
"03/21/2024","117.74","117.20","117.80","116.90","62.65K","1.40%"
"03/20/2024","116.12","115.96","116.34","115.92","41.74K","0.24%"
"03/19/2024","115.84","115.58","115.84","115.20","63.75K","0.14%"
"03/18/2024","115.68","115.26","115.76","115.06","66.34K","0.77%"
"03/15/2024","114.80","115.52","115.78","114.78","88.52K","-0.57%"
"03/14/2024","115.46","115.68","115.88","115.10","62.53K","0.05%"
"03/13/2024","115.40","115.60","115.62","115.32","56.68K","-0.03%"
"03/12/2024","115.44","115.04","115.72","114.66","86.12K","0.82%"
"03/11/2024","114.50","114.40","114.52","114.04","131.55K","-0.54%"
"03/08/2024","115.12","115.30","115.66","115.08","66.01K","0.02%"
"03/07/2024","115.10","114.26","115.30","114.10","60.54K","0.40%"
"03/06/2024","114.64","114.30","114.78","114.26","49.80K","0.44%"
"03/05/2024","114.14","114.80","114.80","113.96","97.55K","-0.70%"
"03/04/2024","114.94","115.10","115.26","114.82","79.90K","-0.09%"
"03/01/2024","115.04","114.92","115.16","114.54","145.43K","0.72%"
"02/29/2024","114.22","113.94","114.38","113.56","61.06K","0.26%"
"02/28/2024","113.92","114.14","114.20","113.72","49.50K","-0.07%"
"02/27/2024","114.00","114.00","114.20","113.78","40.09K","-0.12%"
"02/26/2024","114.14","114.30","114.40","114.06","49.38K","-0.35%"
"02/23/2024","114.54","114.44","114.84","114.26","50.73K","0.28%"
"02/22/2024","114.22","113.44","114.24","113.24","42.78K","1.60%"
"02/21/2024","112.42","112.58","112.62","112.28","58.76K","-0.05%"
"02/20/2024","112.48","113.28","113.30","112.38","90.19K","-0.92%"
"02/19/2024","113.52","113.30","113.64","113.18","54.80K","-0.16%"
"02/16/2024","113.70","113.82","114.00","113.32","49.42K","0.48%"
"02/15/2024","113.16","113.40","113.50","112.90","78.60K","0.39%"
"02/14/2024","112.72","112.58","113.04","112.52","77.65K","0.25%"
"02/13/2024","112.44","113.28","113.30","112.10","103.83K","-1.04%"
"02/12/2024","113.62","112.90","113.62","112.84","75.04K","0.92%"
"02/09/2024","112.58","112.56","112.92","112.46","75.83K","0.11%"
"02/08/2024","112.46","112.56","112.74","112.40","45.06K","-0.02%"
"02/07/2024","112.48","112.04","112.68","111.94","52.19K","0.36%"
"02/06/2024","112.08","112.00","112.22","111.68","81.74K","0.47%"
"02/05/2024","111.56","111.52","111.88","111.32","67.77K","0.20%"
"02/02/2024","111.34","110.70","111.34","110.52","40.77K","1.44%"
"02/01/2024","109.76","110.14","110.40","109.56","148.14K","-0.35%"
"01/31/2024","110.14","110.76","110.80","109.98","78.29K","-0.49%"
"01/30/2024","110.68","110.84","111.00","110.48","62.39K","0.07%"
"01/29/2024","110.60","110.34","110.68","110.24","71.33K","0.44%"
"01/26/2024","110.12","109.86","110.24","109.64","54.57K","0.07%"
"01/25/2024","110.04","109.26","110.06","109.12","59.55K","0.46%"
"01/24/2024","109.54","109.46","109.68","109.28","56.66K","0.59%"
"01/23/2024","108.90","108.58","109.14","108.34","63.13K","0.24%"
"01/22/2024","108.64","108.50","108.90","108.42","55.35K","0.93%"
"01/19/2024","107.64","107.66","107.94","107.44","60.62K","0.32%"
"01/18/2024","107.30","106.66","107.34","106.60","55.28K","0.51%"
"01/17/2024","106.76","106.70","106.92","106.42","74.56K","-0.89%"
"01/16/2024","107.72","107.10","107.82","107.06","51.32K","0.13%"
"01/15/2024","107.58","107.70","107.76","107.42","98.26K","0.04%"
"01/12/2024","107.54","107.28","107.90","107.16","50.31K","0.75%"
"01/11/2024","106.74","107.74","107.90","106.70","49.65K","-0.32%"
"01/10/2024","107.08","107.22","107.40","107.02","61.52K","-0.06%"
"01/09/2024","107.14","107.06","107.18","106.60","52.53K","0.54%"
"01/08/2024","106.56","106.22","106.58","105.88","70.38K","0.13%"
"01/05/2024","106.42","106.20","106.56","105.92","97.35K","-0.17%"
"01/04/2024","106.60","106.68","106.68","106.16","86.97K","-0.02%"
"01/03/2024","106.62","106.98","107.08","106.44","72.71K","-0.39%"
"01/02/2024","107.04","107.38","107.44","106.80","202.05K","-0.04%"
"12/29/2023","107.08","107.14","107.28","106.86","39.45K","0.13%"
"12/28/2023","106.94","106.86","107.00","106.54","51.36K","0.55%"
"12/27/2023","106.36","106.84","106.96","106.18","65.89K","-0.30%"
"12/22/2023","106.68","106.34","106.80","106.14","55.03K","0.30%"
"12/21/2023","106.36","106.48","106.58","106.06","63.59K","-0.69%"
"12/20/2023","107.10","107.08","107.14","106.82","46.31K","0.28%"
"12/19/2023","106.80","106.72","106.90","106.56","56.40K","0.15%"
"12/18/2023","106.64","106.56","106.78","106.44","52.80K","-0.13%"
"12/15/2023","106.78","106.36","106.82","106.30","114.73K","0.74%"
"12/14/2023","106.00","106.80","106.94","105.92","78.61K","0.06%"
"12/13/2023","105.94","105.94","106.08","105.86","51.07K","0.28%"
"12/12/2023","105.64","105.84","105.88","105.36","59.63K","-0.04%"
"12/11/2023","105.68","105.48","105.88","105.20","63.90K","0.30%"
"12/08/2023","105.36","104.82","105.48","104.74","67.46K","0.59%"
"12/07/2023","104.74","104.42","104.86","104.26","51.49K","0.04%"
"12/06/2023","104.70","104.84","105.06","104.68","55.00K","0.23%"
"12/05/2023","104.46","103.96","104.46","103.70","42.97K","0.42%"
"12/04/2023","104.02","104.14","104.32","103.94","64.69K","-0.10%"
"12/01/2023","104.12","103.58","104.24","103.48","127.23K","0.95%"
"11/30/2023","103.14","102.98","103.40","102.86","57.13K","0.41%"
"11/29/2023","102.72","102.52","103.06","102.40","26.02K","0.14%"
"11/28/2023","102.58","102.52","102.58","102.14","46.42K","-0.16%"
"11/27/2023","102.74","102.62","102.84","102.42","47.57K","-0.19%"
"11/24/2023","102.94","102.98","103.10","102.80","28.32K","-0.21%"
"11/23/2023","103.16","103.08","103.22","102.92","25.84K","-0.06%"
"11/22/2023","103.22","102.60","103.34","102.56","39.85K","0.82%"
"11/21/2023","102.38","102.48","102.56","102.20","47.69K","0.02%"
"11/20/2023","102.36","102.12","102.40","101.98","65.34K","0.08%"
"11/17/2023","102.28","102.54","102.68","102.14","36.96K","0.35%"
"11/16/2023","101.92","102.36","102.40","101.78","45.19K","-0.66%"
"11/15/2023","102.60","102.30","102.78","102.24","81.86K","0.43%"
"11/14/2023","102.16","101.44","102.30","101.18","56.73K","0.67%"
"11/13/2023","101.48","101.16","101.50","101.12","48.56K","0.61%"
"11/10/2023","100.86","100.70","100.92","100.20","56.92K","-0.24%"
"11/09/2023","101.10","100.90","101.32","100.74","52.70K","0.42%"
"11/08/2023","100.68","100.80","101.24","100.60","48.75K","-0.44%"
"11/07/2023","101.12","100.48","101.16","100.44","43.51K","0.58%"
"11/06/2023","100.54","100.72","100.78","100.52","62.18K","-0.14%"
"11/03/2023","100.68","100.50","100.80","100.18","123.77K","0.50%"
"11/02/2023","100.18","99.22","100.18","99.19","73.48K","1.46%"
"11/01/2023","98.74","97.96","98.91","97.82","142.50K","1.19%"
"10/31/2023","97.58","96.90","97.68","96.82","66.76K","0.77%"
"10/30/2023","96.83","97.31","97.42","96.52","132.20K","0.00%"
"10/27/2023","96.83","97.43","97.69","96.76","75.58K","-0.75%"
"10/26/2023","97.56","97.30","97.87","97.17","74.30K","-0.67%"
"10/25/2023","98.22","98.43","98.76","97.95","77.69K","-0.51%"
"10/24/2023","98.72","97.80","98.98","97.70","112.12K","0.61%"
"10/23/2023","98.12","98.38","98.48","97.40","120.93K","-0.34%"
"10/20/2023","98.45","99.15","99.37","98.36","136.53K","-1.73%"
"10/19/2023","100.18","100.50","100.64","99.94","118.23K","-1.07%"
"10/18/2023","101.26","101.56","101.68","101.12","38.01K","-0.65%"
"10/17/2023","101.92","102.02","102.12","101.30","57.11K","-0.25%"
"10/16/2023","102.18","101.64","102.26","101.22","145.85K","0.43%"
"10/13/2023","101.74","102.06","102.40","101.60","106.59K","-0.55%"
"10/12/2023","102.30","102.28","102.58","102.18","80.03K","0.71%"
"10/11/2023","101.58","101.66","102.00","101.54","37.69K","-0.35%"
"10/10/2023","101.94","101.36","101.98","101.16","45.21K","1.35%"
"10/09/2023","100.58","100.18","100.58","99.98","67.91K","0.50%"
"10/06/2023","100.08","99.80","100.38","99.34","87.83K","0.65%"
"10/05/2023","99.43","99.94","100.24","99.30","76.04K","-0.03%"
"10/04/2023","99.46","99.24","99.74","99.06","106.95K","-0.39%"
"10/03/2023","99.85","100.96","101.14","99.80","149.51K","-1.18%"
"10/02/2023","101.04","101.06","101.80","100.66","121.72K","-0.06%"
"09/29/2023","101.10","101.18","101.66","101.06","75.05K","0.16%"
"09/28/2023","100.94","101.00","101.16","100.40","36.61K","0.14%"
"09/27/2023","100.80","100.74","101.20","100.70","46.95K","0.26%"
"09/26/2023","100.54","101.02","101.08","100.40","84.60K","-0.85%"
"09/25/2023","101.40","101.10","101.46","100.58","79.03K","-0.08%"
"09/22/2023","101.48","101.12","101.58","101.04","70.76K","0.10%"
"09/21/2023","101.38","102.28","102.86","101.26","93.65K","-1.59%"
"09/20/2023","103.02","102.94","103.20","102.82","50.31K","0.31%"
"09/19/2023","102.70","103.16","103.38","102.52","53.42K","-0.48%"
"09/18/2023","103.20","103.60","103.62","103.02","35.59K","-0.41%"
"09/15/2023","103.62","104.74","104.82","103.60","70.03K","-0.50%"
"09/14/2023","104.14","102.96","104.26","102.82","34.67K","1.26%"
"09/13/2023","102.84","102.56","102.84","102.30","59.45K","-0.04%"
"09/12/2023","102.88","103.12","103.14","102.78","60.60K","0.12%"
"09/11/2023","102.76","102.86","103.16","102.66","42.00K","0.04%"
"09/08/2023","102.72","102.66","102.74","102.14","45.23K","0.18%"
"09/07/2023","102.54","102.48","102.70","102.16","38.61K","-0.19%"
"09/06/2023","102.74","103.12","103.16","102.66","45.13K","-0.81%"
"09/05/2023","103.58","103.06","103.74","102.94","37.87K","0.33%"
"09/04/2023","103.24","103.50","103.64","103.22","71.58K","0.10%"
"09/01/2023","103.14","102.60","103.30","102.56","109.73K","0.53%"
"08/31/2023","102.60","102.22","102.88","102.18","33.01K","0.67%"
"08/30/2023","101.92","102.14","102.28","101.52","80.83K","-0.14%"
"08/29/2023","102.06","101.56","102.06","101.28","28.82K","0.83%"
"08/28/2023","101.22","100.84","101.44","100.70","174.31K","0.78%"
"08/25/2023","100.44","100.30","100.62","99.94","52.19K","0.06%"
"08/24/2023","100.38","101.60","101.72","100.38","25.85K","-0.32%"
"08/23/2023","100.70","100.18","100.78","100.14","33.79K","0.70%"
"08/22/2023","100.00","99.52","100.40","99.49","41.17K","0.89%"
"08/21/2023","99.12","99.21","99.55","99.02","50.52K","0.03%"
"08/18/2023","99.09","99.31","99.38","98.67","79.18K","-0.78%"
"08/17/2023","99.87","100.20","100.32","99.78","65.46K","-0.59%"
"08/16/2023","100.46","100.36","100.56","100.16","73.89K","-0.16%"
"08/15/2023","100.62","101.42","101.48","100.24","89.67K","-0.71%"
"08/14/2023","101.34","100.96","101.52","100.90","66.51K","0.50%"
"08/11/2023","100.84","101.10","101.16","100.62","45.75K","-0.73%"
"08/10/2023","101.58","101.36","101.96","101.10","62.08K","0.49%"
"08/09/2023","101.08","101.92","101.98","100.98","47.56K","-0.06%"
"08/08/2023","101.14","101.42","101.70","101.00","51.49K","-0.34%"
"08/07/2023","101.48","101.64","101.78","101.36","70.11K","-0.22%"
"08/04/2023","101.70","102.06","102.26","101.30","74.77K","-0.14%"
"08/03/2023","101.84","102.14","102.14","101.48","83.33K","-0.43%"
"08/02/2023","102.28","102.48","102.98","102.02","94.18K","-1.14%"
"08/01/2023","103.46","103.92","103.98","103.36","103.52K","-0.12%"
"07/31/2023","103.58","103.46","103.80","103.30","55.77K","0.06%"
"07/28/2023","103.52","103.26","103.62","103.22","50.47K","-0.15%"
"07/27/2023","103.68","102.76","103.98","102.62","70.99K","1.39%"
"07/26/2023","102.26","102.62","102.62","102.10","32.75K","-0.41%"
"07/25/2023","102.68","102.26","102.76","102.14","35.20K","0.61%"
"07/24/2023","102.06","101.10","102.18","101.06","55.08K","0.51%"
"07/21/2023","101.54","101.26","101.62","101.20","32.41K","0.20%"
"07/20/2023","101.34","100.90","101.34","100.84","37.14K","0.02%"
"07/19/2023","101.32","101.00","101.50","100.78","38.31K","0.76%"
"07/18/2023","100.56","99.95","100.60","99.82","75.79K","0.44%"
"07/17/2023","100.12","99.86","100.18","99.69","128.97K","-0.12%"
"07/14/2023","100.24","100.30","100.50","100.06","44.53K","-0.08%"
"07/13/2023","100.32","100.26","100.48","100.20","44.48K","0.06%"
"07/12/2023","100.26","99.97","100.50","99.88","25.47K","0.56%"
"07/11/2023","99.70","99.42","99.81","99.20","37.42K","0.42%"
"07/10/2023","99.28","98.97","99.49","98.87","52.48K","-0.37%"
"07/07/2023","99.65","99.67","99.95","99.52","70.65K","0.04%"
"07/06/2023","99.61","100.82","100.84","99.49","57.02K","-1.69%"
"07/05/2023","101.32","101.18","101.36","100.80","44.53K","-0.14%"
"07/04/2023","101.46","101.54","101.56","101.34","36.80K","0.16%"
"07/03/2023","101.30","101.48","101.66","101.12","104.58K","0.32%"
"06/30/2023","100.98","100.52","101.06","100.44","51.44K","0.82%"
"06/29/2023","100.16","99.83","100.22","99.63","40.58K","0.34%"
"06/28/2023","99.82","99.50","99.89","99.24","43.03K","0.81%"
"06/27/2023","99.02","99.12","99.13","98.56","40.35K","-0.04%"
"06/26/2023","99.06","99.21","99.37","98.83","81.88K","-0.19%"
"06/23/2023","99.25","99.29","99.85","99.03","45.51K","-0.20%"
"06/22/2023","99.45","99.07","99.45","98.71","46.33K","-0.26%"
"06/21/2023","99.71","100.18","100.40","99.49","41.37K","-0.55%"
"06/20/2023","100.26","100.60","100.80","100.12","72.11K","-0.56%"
"06/19/2023","100.82","100.98","101.20","100.76","64.82K","-0.57%"
"06/16/2023","101.40","101.22","101.70","101.12","76.73K","0.38%"
"06/15/2023","101.02","101.22","101.28","100.36","89.98K","-0.34%"
"06/14/2023","101.36","101.34","101.58","101.08","103.55K","-0.02%"
"06/13/2023","101.38","101.00","101.38","100.72","72.44K","0.94%"
"06/12/2023","100.44","100.54","100.58","100.14","77.50K","0.20%"
"06/09/2023","100.24","99.90","100.52","99.66","33.06K","0.56%"
"06/08/2023","99.68","99.78","99.94","99.28","36.19K","-0.50%"
"06/07/2023","100.18","100.32","100.48","100.00","63.11K","-0.22%"
"06/06/2023","100.40","99.87","100.50","99.79","36.31K","0.32%"
"06/05/2023","100.08","100.08","100.46","99.84","65.45K","0.23%"
"06/02/2023","99.85","98.62","99.96","98.55","63.43K","1.80%"
"06/01/2023","98.08","98.00","98.19","97.38","124.51K","0.59%"
"05/31/2023","97.50","97.83","98.27","97.36","37.87K","-0.55%"
"05/30/2023","98.04","98.68","98.93","97.95","61.16K","-0.55%"
"05/29/2023","98.58","98.62","98.66","98.43","26.86K","0.21%"
"05/26/2023","98.37","97.31","98.56","97.01","79.48K","1.50%"
"05/25/2023","96.92","97.05","97.47","96.84","84.51K","0.34%"
"05/24/2023","96.59","97.07","97.12","96.28","42.60K","-1.46%"
"05/23/2023","98.02","97.96","98.18","97.79","51.24K","-0.28%"
"05/22/2023","98.30","98.01","98.34","97.78","44.98K","0.46%"
"05/19/2023","97.85","98.20","98.48","97.85","41.83K","-0.04%"
"05/18/2023","97.89","97.23","98.03","97.23","40.34K","1.25%"
"05/17/2023","96.68","96.25","96.79","96.18","61.37K","0.27%"
"05/16/2023","96.42","96.45","96.60","96.23","58.16K","-0.19%"
"05/15/2023","96.60","96.69","96.80","96.15","74.73K","0.41%"
"05/12/2023","96.21","96.20","96.55","96.04","47.52K","0.29%"
"05/11/2023","95.93","96.29","96.45","95.60","43.57K","0.24%"
"05/10/2023","95.70","95.70","96.06","95.37","69.80K","-0.15%"
"05/09/2023","95.84","95.70","95.84","95.47","35.24K","0.32%"
"05/08/2023","95.53","95.31","95.66","95.27","141.77K","0.29%"
"05/05/2023","95.25","94.28","95.39","94.19","121.56K","1.30%"
"05/04/2023","94.03","94.11","94.39","93.60","88.44K","-0.51%"
"05/03/2023","94.51","94.78","94.99","94.40","50.54K","0.08%"
"05/02/2023","94.43","95.88","95.99","94.36","157.95K","-0.94%"
"04/28/2023","95.33","95.06","95.58","94.76","48.23K","0.81%"
"04/27/2023","94.56","93.98","94.99","93.82","49.98K","0.63%"
"04/26/2023","93.97","94.60","94.68","93.46","73.40K","-0.93%"
"04/25/2023","94.85","94.77","94.99","94.60","39.17K","-0.23%"
"04/24/2023","95.07","95.25","95.40","95.01","56.93K","-0.40%"
"04/21/2023","95.45","95.66","95.74","95.28","54.87K","-0.26%"
"04/20/2023","95.70","95.87","95.93","95.42","32.25K","-0.25%"
"04/19/2023","95.94","95.97","96.05","95.68","47.39K","-0.26%"
"04/18/2023","96.19","96.36","96.67","96.04","80.64K","0.16%"
"04/17/2023","96.04","95.96","96.26","95.82","103.01K","0.58%"
"04/14/2023","95.49","95.25","95.91","95.17","76.69K","0.55%"
"04/13/2023","94.97","95.05","95.24","94.53","65.41K","-0.09%"
"04/12/2023","95.06","95.42","95.90","94.81","85.33K","-0.45%"
"04/11/2023","95.49","95.74","95.76","95.36","38.74K","0.64%"
"04/06/2023","94.88","94.93","95.13","94.68","150.33K","0.11%"
"04/05/2023","94.78","95.02","95.07","94.58","53.63K","-0.24%"
"04/04/2023","95.01","95.79","96.05","94.83","50.87K","-0.52%"
"04/03/2023","95.51","95.88","95.93","95.36","115.53K","0.18%"
"03/31/2023","95.34","94.50","95.38","94.44","39.74K","1.04%"
"03/30/2023","94.36","94.44","94.57","94.09","84.26K","0.47%"
"03/29/2023","93.92","93.74","93.98","93.58","61.68K","0.95%"
"03/28/2023","93.04","93.58","93.75","92.85","47.94K","-0.34%"
"03/27/2023","93.36","93.77","93.78","93.20","71.84K","0.66%"
"03/24/2023","92.75","92.82","93.02","92.26","73.18K","-0.26%"
"03/23/2023","92.99","92.49","93.29","92.25","64.63K","-0.57%"
"03/22/2023","93.52","93.58","93.92","93.44","52.93K","0.20%"
"03/21/2023","93.33","93.19","93.60","93.12","46.03K","0.73%"
"03/20/2023","92.65","92.15","93.14","91.60","79.35K","0.00%"
"03/17/2023","92.65","93.86","94.09","92.40","95.50K","-0.79%"
"03/16/2023","93.39","92.93","93.58","92.05","75.79K","1.35%"
"03/15/2023","92.15","92.54","92.98","91.43","207.56K","-0.90%"
"03/14/2023","92.99","91.93","93.11","91.67","74.43K","1.26%"
"03/13/2023","91.83","93.06","93.14","90.92","246.43K","-2.16%"
"03/10/2023","93.86","93.78","94.92","92.78","167.47K","-2.00%"
"03/09/2023","95.78","95.90","96.22","95.60","33.27K","-0.16%"
"03/08/2023","95.93","95.89","96.20","95.82","48.41K","-0.15%"
"03/07/2023","96.07","96.33","96.66","95.95","69.44K","-0.57%"
"03/06/2023","96.62","96.62","96.73","96.30","67.73K","0.30%"
"03/03/2023","96.33","95.56","96.35","95.44","30.51K","1.57%"
"03/02/2023","94.84","94.11","95.00","94.07","73.13K","0.48%"
"03/01/2023","94.39","95.25","95.50","94.19","163.76K","-0.77%"
"02/28/2023","95.12","95.02","95.46","94.83","51.85K","-0.42%"
"02/27/2023","95.52","95.66","96.00","95.44","51.28K","0.62%"
"02/24/2023","94.93","95.98","96.05","94.73","57.58K","-0.72%"
"02/23/2023","95.62","95.96","96.35","95.58","37.33K","0.02%"
"02/22/2023","95.60","95.47","95.72","95.12","54.77K","-0.08%"
"02/21/2023","95.68","96.44","96.53","95.60","45.79K","-1.00%"
"02/20/2023","96.65","96.73","96.84","96.54","32.43K","0.24%"
"02/17/2023","96.42","96.78","97.03","96.40","46.18K","-1.16%"
"02/16/2023","97.55","98.00","98.08","96.97","40.07K","-0.05%"
"02/15/2023","97.60","96.89","97.62","96.83","94.16K","0.66%"
"02/14/2023","96.96","97.44","97.71","96.85","67.68K","-0.39%"
"02/13/2023","97.34","96.79","97.43","96.75","45.81K","0.59%"
"02/10/2023","96.77","96.37","96.86","96.12","64.34K","-0.46%"
"02/09/2023","97.22","97.66","97.80","97.17","57.54K","0.21%"
"02/08/2023","97.02","97.68","97.73","96.96","75.23K","-0.13%"
"02/07/2023","97.15","97.00","97.17","96.82","69.41K","0.22%"
"02/06/2023","96.94","96.63","96.94","96.20","99.69K","-0.57%"
"02/03/2023","97.50","96.53","97.50","96.32","63.21K","0.38%"
"02/02/2023","97.13","95.66","97.13","95.62","69.88K","2.15%"
"02/01/2023","95.09","95.49","95.99","94.84","136.84K","-0.05%"
"01/31/2023","95.14","94.96","95.19","94.33","71.78K","-0.19%"
"01/30/2023","95.32","95.15","95.39","94.64","67.40K","-0.55%"
"01/27/2023","95.85","95.41","95.98","95.25","32.41K","0.71%"
"01/26/2023","95.17","94.89","95.35","94.80","31.14K","1.21%"
"01/25/2023","94.03","94.66","94.66","93.40","41.76K","-0.72%"
"01/24/2023","94.71","94.89","94.90","94.40","42.60K","-0.23%"
"01/23/2023","94.93","93.78","95.13","93.61","57.17K","1.41%"
"01/20/2023","93.61","93.24","93.70","92.86","34.57K","0.73%"
"01/19/2023","92.93","93.52","93.54","92.77","44.92K","-1.21%"
"01/18/2023","94.07","94.53","94.89","94.07","49.64K","-0.59%"
"01/17/2023","94.63","94.13","94.87","93.96","42.26K","0.31%"
"01/16/2023","94.34","94.29","94.47","94.00","101.51K","0.36%"
"01/13/2023","94.00","93.79","94.07","93.39","46.28K","0.36%"
"01/12/2023","93.66","93.90","94.48","93.29","45.76K","0.29%"
"01/11/2023","93.39","93.08","93.47","92.97","64.98K","0.84%"
"01/10/2023","92.61","92.57","92.91","92.32","62.96K","-1.04%"
"01/09/2023","93.58","93.04","93.71","92.97","84.02K","0.67%"
"01/06/2023","92.96","92.28","93.08","92.10","40.10K","0.87%"
"01/05/2023","92.16","92.01","92.55","91.80","76.90K","-0.40%"
"01/04/2023","92.53","91.97","92.53","91.72","57.43K","0.96%"
"01/03/2023","91.65","91.91","92.94","91.55","91.97K","-0.67%"
"01/02/2023","92.27","91.60","92.42","91.34","123.25K","1.83%"
"12/30/2022","90.61","90.96","91.00","90.57","37.33K","-0.72%"
"12/29/2022","91.27","90.31","91.33","90.16","74.12K","0.78%"
"12/28/2022","90.56","91.33","91.50","90.53","134.91K","-0.57%"
"12/27/2022","91.08","91.84","91.96","90.90","70.95K","0.08%"
"12/23/2022","91.01","91.04","91.75","90.50","81.04K","0.19%"
"12/22/2022","90.84","92.10","92.77","90.70","69.86K","-1.37%"
"12/21/2022","92.10","91.02","92.18","90.87","75.56K","1.66%"
"12/20/2022","90.60","90.17","90.94","90.02","88.36K","-0.33%"
"12/19/2022","90.90","91.38","91.74","90.90","102.66K","-0.38%"
"12/16/2022","91.25","91.82","91.87","90.86","165.89K","-0.60%"
"12/15/2022","91.80","93.60","93.76","91.70","183.68K","-3.26%"
"12/14/2022","94.89","94.72","95.01","94.25","50.55K","-0.22%"
"12/13/2022","95.10","94.51","96.71","94.35","32.29K","1.33%"
"12/12/2022","93.85","93.75","94.01","93.38","95.39K","-0.58%"
"12/09/2022","94.40","94.29","95.45","93.75","41.52K","0.53%"
"12/08/2022","93.90","93.80","94.78","93.65","45.64K","0.21%"
"12/07/2022","93.70","94.32","94.35","93.13","72.50K","-0.59%"
"12/06/2022","94.26","95.22","95.42","94.04","56.48K","-1.16%"
"12/05/2022","95.37","96.00","96.17","95.25","51.08K","-0.84%"
"12/02/2022","96.18","96.20","96.47","95.41","68.79K","-0.40%"
